execution_idx,application,case,version,classpath,package,stacktrace_path,fixed,fixed_version,buggy_frame,p_functional_mocking,functional_mocking_percent,p_reflection_on_private,reflection_start_percent,search_budget,population,test_dir
1,xwiki,XWIKI-13617,8.2.1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2.1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13617/XWIKI-13617.log,yes,8.3-milestone-1,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13617
2,xwiki,XWIKI-13617,8.2.1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2.1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13617/XWIKI-13617.log,yes,8.3-milestone-1,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13617
3,xwiki,XWIKI-13617,8.2.1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2.1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13617/XWIKI-13617.log,yes,8.3-milestone-1,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13617
4,xwiki,XWIKI-13617,8.2.1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2.1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13617/XWIKI-13617.log,yes,8.3-milestone-1,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13617
5,xwiki,XWIKI-13617,8.2.1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2.1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13617/XWIKI-13617.log,yes,8.3-milestone-1,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13617
6,xwiki,XWIKI-13617,8.2.1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2.1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13617/XWIKI-13617.log,yes,8.3-milestone-1,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13617
7,xwiki,XWIKI-13617,8.2.1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2.1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13617/XWIKI-13617.log,yes,8.3-milestone-1,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13617
8,xwiki,XWIKI-13617,8.2.1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2.1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13617/XWIKI-13617.log,yes,8.3-milestone-1,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13617
9,xwiki,XWIKI-13617,8.2.1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2.1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13617/XWIKI-13617.log,yes,8.3-milestone-1,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13617
10,xwiki,XWIKI-13617,8.2.1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2.1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13617/XWIKI-13617.log,yes,8.3-milestone-1,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13617
1,chart,CHART-4b,4b,JarFiles/resources/targetedSoftware/CHART-bins/CHART-4b,chart,JarFiles/resources/logs/CHART/CHART-4b/CHART-4b.log,yes,4f,6,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/CHART-4b
2,chart,CHART-4b,4b,JarFiles/resources/targetedSoftware/CHART-bins/CHART-4b,chart,JarFiles/resources/logs/CHART/CHART-4b/CHART-4b.log,yes,4f,6,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/CHART-4b
3,chart,CHART-4b,4b,JarFiles/resources/targetedSoftware/CHART-bins/CHART-4b,chart,JarFiles/resources/logs/CHART/CHART-4b/CHART-4b.log,yes,4f,6,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/CHART-4b
4,chart,CHART-4b,4b,JarFiles/resources/targetedSoftware/CHART-bins/CHART-4b,chart,JarFiles/resources/logs/CHART/CHART-4b/CHART-4b.log,yes,4f,6,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/CHART-4b
5,chart,CHART-4b,4b,JarFiles/resources/targetedSoftware/CHART-bins/CHART-4b,chart,JarFiles/resources/logs/CHART/CHART-4b/CHART-4b.log,yes,4f,6,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/CHART-4b
6,chart,CHART-4b,4b,JarFiles/resources/targetedSoftware/CHART-bins/CHART-4b,chart,JarFiles/resources/logs/CHART/CHART-4b/CHART-4b.log,yes,4f,6,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/CHART-4b
7,chart,CHART-4b,4b,JarFiles/resources/targetedSoftware/CHART-bins/CHART-4b,chart,JarFiles/resources/logs/CHART/CHART-4b/CHART-4b.log,yes,4f,6,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/CHART-4b
8,chart,CHART-4b,4b,JarFiles/resources/targetedSoftware/CHART-bins/CHART-4b,chart,JarFiles/resources/logs/CHART/CHART-4b/CHART-4b.log,yes,4f,6,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/CHART-4b
9,chart,CHART-4b,4b,JarFiles/resources/targetedSoftware/CHART-bins/CHART-4b,chart,JarFiles/resources/logs/CHART/CHART-4b/CHART-4b.log,yes,4f,6,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/CHART-4b
10,chart,CHART-4b,4b,JarFiles/resources/targetedSoftware/CHART-bins/CHART-4b,chart,JarFiles/resources/logs/CHART/CHART-4b/CHART-4b.log,yes,4f,6,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/CHART-4b
1,lang,LANG-20b,20b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-20b,lang3,JarFiles/resources/logs/LANG/LANG-20b/LANG-20b.log,yes,20f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-20b
2,lang,LANG-20b,20b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-20b,lang3,JarFiles/resources/logs/LANG/LANG-20b/LANG-20b.log,yes,20f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-20b
3,lang,LANG-20b,20b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-20b,lang3,JarFiles/resources/logs/LANG/LANG-20b/LANG-20b.log,yes,20f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-20b
4,lang,LANG-20b,20b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-20b,lang3,JarFiles/resources/logs/LANG/LANG-20b/LANG-20b.log,yes,20f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-20b
5,lang,LANG-20b,20b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-20b,lang3,JarFiles/resources/logs/LANG/LANG-20b/LANG-20b.log,yes,20f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-20b
6,lang,LANG-20b,20b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-20b,lang3,JarFiles/resources/logs/LANG/LANG-20b/LANG-20b.log,yes,20f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-20b
7,lang,LANG-20b,20b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-20b,lang3,JarFiles/resources/logs/LANG/LANG-20b/LANG-20b.log,yes,20f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-20b
8,lang,LANG-20b,20b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-20b,lang3,JarFiles/resources/logs/LANG/LANG-20b/LANG-20b.log,yes,20f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-20b
9,lang,LANG-20b,20b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-20b,lang3,JarFiles/resources/logs/LANG/LANG-20b/LANG-20b.log,yes,20f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-20b
10,lang,LANG-20b,20b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-20b,lang3,JarFiles/resources/logs/LANG/LANG-20b/LANG-20b.log,yes,20f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-20b
1,lang,LANG-33b,33b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-33b,lang3,JarFiles/resources/logs/LANG/LANG-33b/LANG-33b.log,yes,33f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-33b
2,lang,LANG-33b,33b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-33b,lang3,JarFiles/resources/logs/LANG/LANG-33b/LANG-33b.log,yes,33f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-33b
3,lang,LANG-33b,33b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-33b,lang3,JarFiles/resources/logs/LANG/LANG-33b/LANG-33b.log,yes,33f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-33b
4,lang,LANG-33b,33b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-33b,lang3,JarFiles/resources/logs/LANG/LANG-33b/LANG-33b.log,yes,33f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-33b
5,lang,LANG-33b,33b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-33b,lang3,JarFiles/resources/logs/LANG/LANG-33b/LANG-33b.log,yes,33f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-33b
6,lang,LANG-33b,33b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-33b,lang3,JarFiles/resources/logs/LANG/LANG-33b/LANG-33b.log,yes,33f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-33b
7,lang,LANG-33b,33b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-33b,lang3,JarFiles/resources/logs/LANG/LANG-33b/LANG-33b.log,yes,33f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-33b
8,lang,LANG-33b,33b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-33b,lang3,JarFiles/resources/logs/LANG/LANG-33b/LANG-33b.log,yes,33f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-33b
9,lang,LANG-33b,33b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-33b,lang3,JarFiles/resources/logs/LANG/LANG-33b/LANG-33b.log,yes,33f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-33b
10,lang,LANG-33b,33b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-33b,lang3,JarFiles/resources/logs/LANG/LANG-33b/LANG-33b.log,yes,33f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-33b
1,lang,LANG-39b,39b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-39b,lang3,JarFiles/resources/logs/LANG/LANG-39b/LANG-39b.log,yes,39f,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-39b
2,lang,LANG-39b,39b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-39b,lang3,JarFiles/resources/logs/LANG/LANG-39b/LANG-39b.log,yes,39f,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-39b
3,lang,LANG-39b,39b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-39b,lang3,JarFiles/resources/logs/LANG/LANG-39b/LANG-39b.log,yes,39f,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-39b
4,lang,LANG-39b,39b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-39b,lang3,JarFiles/resources/logs/LANG/LANG-39b/LANG-39b.log,yes,39f,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-39b
5,lang,LANG-39b,39b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-39b,lang3,JarFiles/resources/logs/LANG/LANG-39b/LANG-39b.log,yes,39f,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-39b
6,lang,LANG-39b,39b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-39b,lang3,JarFiles/resources/logs/LANG/LANG-39b/LANG-39b.log,yes,39f,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-39b
7,lang,LANG-39b,39b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-39b,lang3,JarFiles/resources/logs/LANG/LANG-39b/LANG-39b.log,yes,39f,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-39b
8,lang,LANG-39b,39b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-39b,lang3,JarFiles/resources/logs/LANG/LANG-39b/LANG-39b.log,yes,39f,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-39b
9,lang,LANG-39b,39b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-39b,lang3,JarFiles/resources/logs/LANG/LANG-39b/LANG-39b.log,yes,39f,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-39b
10,lang,LANG-39b,39b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-39b,lang3,JarFiles/resources/logs/LANG/LANG-39b/LANG-39b.log,yes,39f,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-39b
1,lang,LANG-47b,47b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-47b,lang3,JarFiles/resources/logs/LANG/LANG-47b/LANG-47b.log,yes,47f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-47b
2,lang,LANG-47b,47b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-47b,lang3,JarFiles/resources/logs/LANG/LANG-47b/LANG-47b.log,yes,47f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-47b
3,lang,LANG-47b,47b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-47b,lang3,JarFiles/resources/logs/LANG/LANG-47b/LANG-47b.log,yes,47f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-47b
4,lang,LANG-47b,47b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-47b,lang3,JarFiles/resources/logs/LANG/LANG-47b/LANG-47b.log,yes,47f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-47b
5,lang,LANG-47b,47b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-47b,lang3,JarFiles/resources/logs/LANG/LANG-47b/LANG-47b.log,yes,47f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-47b
6,lang,LANG-47b,47b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-47b,lang3,JarFiles/resources/logs/LANG/LANG-47b/LANG-47b.log,yes,47f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-47b
7,lang,LANG-47b,47b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-47b,lang3,JarFiles/resources/logs/LANG/LANG-47b/LANG-47b.log,yes,47f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-47b
8,lang,LANG-47b,47b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-47b,lang3,JarFiles/resources/logs/LANG/LANG-47b/LANG-47b.log,yes,47f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-47b
9,lang,LANG-47b,47b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-47b,lang3,JarFiles/resources/logs/LANG/LANG-47b/LANG-47b.log,yes,47f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-47b
10,lang,LANG-47b,47b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-47b,lang3,JarFiles/resources/logs/LANG/LANG-47b/LANG-47b.log,yes,47f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-47b
1,lang,LANG-57b,57b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-57b,lang3,JarFiles/resources/logs/LANG/LANG-57b/LANG-57b.log,yes,57f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-57b
2,lang,LANG-57b,57b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-57b,lang3,JarFiles/resources/logs/LANG/LANG-57b/LANG-57b.log,yes,57f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-57b
3,lang,LANG-57b,57b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-57b,lang3,JarFiles/resources/logs/LANG/LANG-57b/LANG-57b.log,yes,57f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-57b
4,lang,LANG-57b,57b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-57b,lang3,JarFiles/resources/logs/LANG/LANG-57b/LANG-57b.log,yes,57f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-57b
5,lang,LANG-57b,57b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-57b,lang3,JarFiles/resources/logs/LANG/LANG-57b/LANG-57b.log,yes,57f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-57b
6,lang,LANG-57b,57b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-57b,lang3,JarFiles/resources/logs/LANG/LANG-57b/LANG-57b.log,yes,57f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-57b
7,lang,LANG-57b,57b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-57b,lang3,JarFiles/resources/logs/LANG/LANG-57b/LANG-57b.log,yes,57f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-57b
8,lang,LANG-57b,57b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-57b,lang3,JarFiles/resources/logs/LANG/LANG-57b/LANG-57b.log,yes,57f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-57b
9,lang,LANG-57b,57b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-57b,lang3,JarFiles/resources/logs/LANG/LANG-57b/LANG-57b.log,yes,57f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-57b
10,lang,LANG-57b,57b,JarFiles/resources/targetedSoftware/LANG-bins/LANG-57b,lang3,JarFiles/resources/logs/LANG/LANG-57b/LANG-57b.log,yes,57f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/LANG-57b
1,math,MATH-4b,4b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-4b,math3,JarFiles/resources/logs/MATH/MATH-4b/MATH-4b.log,yes,4f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-4b
2,math,MATH-4b,4b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-4b,math3,JarFiles/resources/logs/MATH/MATH-4b/MATH-4b.log,yes,4f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-4b
3,math,MATH-4b,4b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-4b,math3,JarFiles/resources/logs/MATH/MATH-4b/MATH-4b.log,yes,4f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-4b
4,math,MATH-4b,4b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-4b,math3,JarFiles/resources/logs/MATH/MATH-4b/MATH-4b.log,yes,4f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-4b
5,math,MATH-4b,4b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-4b,math3,JarFiles/resources/logs/MATH/MATH-4b/MATH-4b.log,yes,4f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-4b
6,math,MATH-4b,4b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-4b,math3,JarFiles/resources/logs/MATH/MATH-4b/MATH-4b.log,yes,4f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-4b
7,math,MATH-4b,4b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-4b,math3,JarFiles/resources/logs/MATH/MATH-4b/MATH-4b.log,yes,4f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-4b
8,math,MATH-4b,4b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-4b,math3,JarFiles/resources/logs/MATH/MATH-4b/MATH-4b.log,yes,4f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-4b
9,math,MATH-4b,4b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-4b,math3,JarFiles/resources/logs/MATH/MATH-4b/MATH-4b.log,yes,4f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-4b
10,math,MATH-4b,4b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-4b,math3,JarFiles/resources/logs/MATH/MATH-4b/MATH-4b.log,yes,4f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-4b
1,math,MATH-70b,70b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-70b,math3,JarFiles/resources/logs/MATH/MATH-70b/MATH-70b.log,yes,70f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-70b
2,math,MATH-70b,70b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-70b,math3,JarFiles/resources/logs/MATH/MATH-70b/MATH-70b.log,yes,70f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-70b
3,math,MATH-70b,70b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-70b,math3,JarFiles/resources/logs/MATH/MATH-70b/MATH-70b.log,yes,70f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-70b
4,math,MATH-70b,70b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-70b,math3,JarFiles/resources/logs/MATH/MATH-70b/MATH-70b.log,yes,70f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-70b
5,math,MATH-70b,70b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-70b,math3,JarFiles/resources/logs/MATH/MATH-70b/MATH-70b.log,yes,70f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-70b
6,math,MATH-70b,70b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-70b,math3,JarFiles/resources/logs/MATH/MATH-70b/MATH-70b.log,yes,70f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-70b
7,math,MATH-70b,70b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-70b,math3,JarFiles/resources/logs/MATH/MATH-70b/MATH-70b.log,yes,70f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-70b
8,math,MATH-70b,70b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-70b,math3,JarFiles/resources/logs/MATH/MATH-70b/MATH-70b.log,yes,70f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-70b
9,math,MATH-70b,70b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-70b,math3,JarFiles/resources/logs/MATH/MATH-70b/MATH-70b.log,yes,70f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-70b
10,math,MATH-70b,70b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-70b,math3,JarFiles/resources/logs/MATH/MATH-70b/MATH-70b.log,yes,70f,3,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-70b
1,math,MATH-79b,79b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-79b,math3,JarFiles/resources/logs/MATH/MATH-79b/MATH-79b.log,yes,79f,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-79b
2,math,MATH-79b,79b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-79b,math3,JarFiles/resources/logs/MATH/MATH-79b/MATH-79b.log,yes,79f,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-79b
3,math,MATH-79b,79b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-79b,math3,JarFiles/resources/logs/MATH/MATH-79b/MATH-79b.log,yes,79f,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-79b
4,math,MATH-79b,79b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-79b,math3,JarFiles/resources/logs/MATH/MATH-79b/MATH-79b.log,yes,79f,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-79b
5,math,MATH-79b,79b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-79b,math3,JarFiles/resources/logs/MATH/MATH-79b/MATH-79b.log,yes,79f,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-79b
6,math,MATH-79b,79b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-79b,math3,JarFiles/resources/logs/MATH/MATH-79b/MATH-79b.log,yes,79f,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-79b
7,math,MATH-79b,79b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-79b,math3,JarFiles/resources/logs/MATH/MATH-79b/MATH-79b.log,yes,79f,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-79b
8,math,MATH-79b,79b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-79b,math3,JarFiles/resources/logs/MATH/MATH-79b/MATH-79b.log,yes,79f,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-79b
9,math,MATH-79b,79b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-79b,math3,JarFiles/resources/logs/MATH/MATH-79b/MATH-79b.log,yes,79f,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-79b
10,math,MATH-79b,79b,JarFiles/resources/targetedSoftware/MATH-bins/MATH-79b,math3,JarFiles/resources/logs/MATH/MATH-79b/MATH-79b.log,yes,79f,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MATH-79b
1,mockito,MOCKITO-36b,36b,JarFiles/resources/targetedSoftware/MOCKITO-bins/MOCKITO-36b,mockito,JarFiles/resources/logs/MOCKITO/MOCKITO-36b/MOCKITO-36b.log,yes,36f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MOCKITO-36b
2,mockito,MOCKITO-36b,36b,JarFiles/resources/targetedSoftware/MOCKITO-bins/MOCKITO-36b,mockito,JarFiles/resources/logs/MOCKITO/MOCKITO-36b/MOCKITO-36b.log,yes,36f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MOCKITO-36b
3,mockito,MOCKITO-36b,36b,JarFiles/resources/targetedSoftware/MOCKITO-bins/MOCKITO-36b,mockito,JarFiles/resources/logs/MOCKITO/MOCKITO-36b/MOCKITO-36b.log,yes,36f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MOCKITO-36b
4,mockito,MOCKITO-36b,36b,JarFiles/resources/targetedSoftware/MOCKITO-bins/MOCKITO-36b,mockito,JarFiles/resources/logs/MOCKITO/MOCKITO-36b/MOCKITO-36b.log,yes,36f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MOCKITO-36b
5,mockito,MOCKITO-36b,36b,JarFiles/resources/targetedSoftware/MOCKITO-bins/MOCKITO-36b,mockito,JarFiles/resources/logs/MOCKITO/MOCKITO-36b/MOCKITO-36b.log,yes,36f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MOCKITO-36b
6,mockito,MOCKITO-36b,36b,JarFiles/resources/targetedSoftware/MOCKITO-bins/MOCKITO-36b,mockito,JarFiles/resources/logs/MOCKITO/MOCKITO-36b/MOCKITO-36b.log,yes,36f,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/MOCKITO-36b
